movieNm,director,company,distributor,openDt,nation,screen_cnt,audi_cnt,genre,rating,audi_score,exp_score,holiday,actor1,actor2,actor3,actor4,dir_score,actor1_score,actor2_score,actor3_score,actor4_score,dist_score,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Mystery,Romance,SF,Thriller,War,12_rating,15_rating,20_rating,all_rating
적과의 동침,박건용,(주)알지엔터웍스,쇼박스,2011-04-27,한국,391,243094,Drama,12_rating,7.51,5.25,0,김주혁,정려원,유해진,변희봉,243094,7817446,693101,13395400,1310895,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
미옥,이안규,(주)영화사 소중한,키다리이엔티,2017-11-09,한국,635,238587,Crime,20_rating,6.98,4.33,0,김혜수,이선균,이희준,최무성,238587,12983330,10313087,4750104,1865195,678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
강철대오:구국의 철가방,육상효,스페이스엠(주),롯데엔터테인먼트,2012-10-25,한국,366,233211,Comedy,15_rating,6.47,5.81,0,김인권,유다인,조정석,박철민,1441813,12319542,4131248,9426051,3280243,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
어느날,이윤기,(주)인벤트스톤,오퍼스픽쳐스,2017-04-05,한국,532,232016,Romance,15_rating,8.31,6,0,김남길,천우희,정선경,임화영,232016,8646758,6878264,1059350,232016,654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
순정,이은희,(주)주피터필름,리틀빅픽쳐스,2016-02-24,한국,467,229059,Drama,12_rating,8.93,5.5,0,디오,김소현,연준석,이다윗,229059,2982022,229059,229059,5583596,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
치즈인더트랩,김제영,(주)마운틴무브먼트스토리,리틀빅픽쳐스,2018-03-14,한국,364,229005,Romance,15_rating,7.53,4,0,박해진,오연서,박기웅,유인영,252475,229005,703024,6953800,229005,559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
분노의 윤리학,박명랑,"(주)티피에스컴퍼니,(주)사람엔터테인먼트",롯데엔터테인먼트,2013-02-21,한국,302,224891,Thriller,20_rating,6.73,6.67,1,이제훈,조진웅,김태훈,곽도원,224891,4110645,17613682,397923,11372451,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
마마,최익환,"씨네주(유),㈜더드림앤드픽쳐스",롯데엔터테인먼트,2011-06-01,한국,269,222731,Drama,12_rating,7.9,4.81,1,엄정화,김해숙,유해진,전수경,222731,4057546,2663170,13395400,472693,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1급기밀,홍기선,"(주)미인픽쳐스,(주)미디어모굴",리틀빅픽쳐스,2018-01-24,한국,512,217803,Drama,12_rating,8.87,5.86,0,김상경,김옥빈,최무성,최귀화,217803,5181014,1206917,1865195,6851297,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
나는 공무원이다,구자홍,마포필름,넥스트엔터테인먼트월드(NEW),2012-07-12,한국,278,217493,Comedy,all_rating,6.13,6.5,0,윤제문,송하윤,성준,김희정,217493,1737253,2435211,1206917,217493,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
속닥속닥,최상훈,"(주)파이브데이,꿀잼컴퍼니(주)",그노스,2018-07-13,한국,314,217444,Horror,15_rating,8.97,3.5,0,소주연,김민규,김영,김태민,217444,217444,217444,217444,217444,196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
연애의 맛,김아론,(주)청우필름,와우픽쳐스,2015-05-07,한국,398,212154,Romance,20_rating,7.89,5,0,오지호,강예원,하주희,홍이주,212154,4897551,3125069,212154,212154,637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
자칼이 온다,배형준,(주)노마드필름,롯데엔터테인먼트,2012-11-15,한국,300,210278,Comedy,15_rating,6.31,3,0,송지효,김재중,오달수,김성령,210278,1593386,210278,14245998,5063620,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
덕수리 5형제,전형준,㈜기억속의매미,롯데엔터테인먼트,2014-12-04,한국,346,206953,Comedy,15_rating,7.35,5.63,0,윤상현,송새벽,이아이,찬성,206953,1625037,2595625,206953,206953,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
남과 여,이윤기,(주)영화사봄,쇼박스,2016-02-25,한국,449,203775,Romance,20_rating,7.56,6,0,전도연,공유,박병은,이미소,232016,1854625,11565078,433825,203775,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
비스트,이정호,(주)스튜디오앤뉴,넥스트엔터테인먼트월드(NEW),2019-06-26,한국,737,202007,Crime,15_rating,8.23,4.57,0,이성민,유재명,전혜진,최다니엘,987420,9699092,1129018,8252669,2192243,1058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
어린 의뢰인,장규성,이스트드림시노펙스(주),롯데엔터테인먼트,2019-05-22,한국,671,198211,Drama,12_rating,9.14,5.25,0,이동휘,유선,최명빈,이주원,768971,16264944,1888100,198211,198211,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
언니,임경택,"필름에이픽쳐스,(유)조이앤시네마",제이앤씨미디어그룹,2019-01-01,한국,530,197134,Action,20_rating,7.25,4,0,이시영,박세완,이준혁,최진호,197134,2595625,197134,1069436,1061412,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
투혼,김상진,"㈜감독의집,(주)시네마제니스",시너지하우스 (시너지),2011-10-06,한국,356,193724,Drama,all_rating,7.93,5.69,0,김주혁,김선아,오재무,전민서,193724,7817446,731212,193724,193724,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
응징자,신동엽,(주)엔브릭스,인벤트스톤,2013-10-30,한국,305,192347,Action,20_rating,6.11,4,0,양동근,주상욱,이태임,장태성,346483,1507084,1246185,592041,192347,393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
사라진 시간,정진영,"(주)비에이엔터테인먼트,(주)다니필름",에이스메이커무비웍스,2020-06-18,한국,874,185655,Mystery,15_rating,6.52,7.5,0,조진웅,배수빈,정해균,차수연,185655,17613682,2963449,2721903,185655,1196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
우상,이수진,"리 공동체 영화사,(주)바른손",CGV아트하우스,2019-03-20,한국,900,183784,Thriller,15_rating,6.58,5.63,0,한석규,설경구,천우희,유승목,183784,7166199,5496547,6878264,3364079,729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
마이 리틀 히어로,김성훈,굿초이스컷픽쳐스(주),씨제이이앤엠,2013-01-09,한국,341,183650,Drama,all_rating,8.4,6.15,0,김래원,이성민,조안,이광수,7817446,2931897,9699092,183650,4598583,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
채비,조영준,(주)26컴퍼니,오퍼스픽쳐스,2017-11-09,한국,480,175889,Drama,12_rating,8.8,5,0,고두심,김성균,유선,박철민,175889,9426051,2571491,1888100,3280243,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
톱스타,박중훈,영화사 문(주),롯데엔터테인먼트,2013-10-24,한국,397,175152,Drama,15_rating,7.38,6.42,0,엄태웅,김민준,소이현,김수로,175152,4110645,2621436,175152,900054,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
두번할까요,박용집,(주)영화사울림,리틀빅픽쳐스,2019-10-17,한국,658,174938,Comedy,15_rating,7.26,3.5,0,권상우,이정현,이종혁,성동일,174938,3148038,6592151,771699,8656397,559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
아빠를 빌려드립니다,김덕수,"(주)이스트스카이필름,(주)어뮤즈엔터테인먼트",메가박스중앙플러스엠,2014-11-20,한국,326,172445,Comedy,12_rating,8.37,4.5,0,김상경,문정희,최다인,채정안,172445,5181014,5602543,172445,172445,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,셀트리온엔터테인먼트,2019-02-27,한국,624,172212,Drama,12_rating,7.44,4.17,1,비,강소라,이범수,고창석,172212,1201640,7328820,7049643,3423920,624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
대배우,석민우,주식회사 영화사다,대명문화공장,2016-03-30,한국,474,169855,Comedy,12_rating,7.12,5.54,0,오달수,윤제문,이경영,진경,169855,14245998,1737253,8646758,2524086,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
노리개,최승호,주식회사 마운틴픽쳐스,인벤트스톤,2013-04-18,한국,278,169054,Drama,20_rating,4,4,0,마동석,이승연,민지현,이도아,169054,12253247,169054,169054,169054,393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
나는 아빠다,전만배,㈜기억속의매미,롯데엔터테인먼트,2011-04-14,한국,300,168049,Action,20_rating,5.66,4,0,김승우,손병호,임하룡,최정윤,168049,168049,562156,168049,168049,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
진범,고정욱,"(주)곰픽쳐스,(주)트러스트스튜디오",리틀빅픽쳐스,2019-07-10,한국,224,167333,Thriller,15_rating,7.42,6.33,0,송새벽,유선,장혁진,오민석,167333,2595625,1888100,167333,167333,559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
비정규직 특수요원,김덕수,"(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)",이수C&E,2017-03-16,한국,497,149719,Comedy,15_rating,7.25,3.25,0,강예원,한채아,조재윤,곽자형,172445,3125069,149719,6851297,149719,497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
워킹걸,정범식,"(주)홍필름,(주)수필름",메가박스중앙플러스엠,2015-01-07,한국,308,149181,Comedy,20_rating,6.98,3.75,0,조여정,클라라,김태우,김보연,2675559,10313087,149181,149181,149181,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
은밀한 유혹,윤재구,"(주)영화사비단길,(주)수필름",씨제이이앤엠,2015-06-04,한국,394,142405,Romance,15_rating,6.84,3.71,0,임수정,유연석,이경영,박철민,142405,4598583,6654837,8646758,3280243,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
가시,김태균,"(주)캠프비,(주)뱅가드스튜디오",인벤트스톤,2014-04-10,한국,356,141956,Romance,20_rating,6.98,5,0,장혁,조보아,선우선,이도아,3772620,3119023,141956,141956,169054,393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
나를 기억해,이한욱,(주)오아시스이엔티,키다리이엔티,2018-04-19,한국,545,140849,Mystery,20_rating,8.14,3.67,0,이유영,김희원,오하늬,이학주,140849,1046313,2146764,140849,140849,678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0MHz,유선동,(주)제이엠컬쳐스,스마일이엔티,2019-05-29,한국,446,137294,Horror,15_rating,6.42,3.33,0,정은지,이성열,최윤영,신주환,137294,137294,137294,1857392,137294,329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
로마의 휴일,이덕희,(주)전망좋은 영화사,메가박스중앙플러스엠,2017-08-30,한국,436,134827,Comedy,15_rating,7.67,3,0,임창정,공형진,정상훈,강신일,429141,1646142,134827,5593551,2931897,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
나의 절친 악당들,임상수,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아,2015-06-25,한국,384,133553,Crime,20_rating,5.45,5.5,0,류승범,고준희,류현경,샘 오취리,1165488,7166199,316780,963634,133553,773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
오늘,이정향,(주)포시즌스카이컴퍼니,롯데엔터테인먼트,2011-10-27,한국,207,131896,Drama,15_rating,8.01,5.79,0,송혜교,남지현,송창의,기태영,131896,1611519,971194,131896,131896,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
맨홀,신재영,(주)화인웍스,롯데엔터테인먼트,2014-10-08,한국,286,129732,Horror,20_rating,6.03,4,0,정경호,정유미,김새론,최덕문,129732,270148,11565078,459020,129732,1340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
시간위의 집,임대웅,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)",리틀빅픽쳐스,2017-04-05,한국,454,124601,Mystery,15_rating,8.36,4.71,0,김윤진,택연,조재윤,박상훈,124601,14245998,1212270,6851297,124601,559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
퇴마: 무녀굴,김휘,"(주)케이프로덕션,플로우식스(주),버티고필름",씨네그루다우기술,2015-08-20,한국,331,120802,Horror,15_rating,6.82,5.17,0,김성균,유선,천호진,차예련,2434099,2571491,1888100,2434099,313953,535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
배우는 배우다,신연식,"(주) 루스이소니도스,(주)김기덕 필름",넥스트엔터테인먼트월드(NEW),2013-10-24,한국,297,111927,Drama,20_rating,6.73,6.04,0,이준,서영희,강신효,경성환,111927,6965706,3148038,111927,111927,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
히트,이성한,(주)부영엔터테인먼트,넥스트엔터테인먼트월드(NEW),2011-10-13,한국,171,109019,Drama,15_rating,3.58,6,0,한재석,송영창,정성화,박성웅,109019,109019,2860786,4057546,9699092,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5백만불의 사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",씨제이이앤엠,2012-07-19,한국,331,104736,Comedy,15_rating,4.99,4.9,0,박진영,조성하,민효린,조희봉,104736,104736,7759473,4897551,2362906,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
저 산 너머,최종태,리온픽쳐스(주),리틀빅픽쳐스,2020-04-30,한국,468,103535,Drama,12_rating,9.07,5,0,이경훈,이항나,안내상,강신일,103535,103535,103535,429141,2931897,559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
크게 될 놈,강지은,밀짚모자영화사(주),영화사오원,2019-04-18,한국,447,102223,Drama,15_rating,9.12,4.5,0,김해숙,손호준,강기둥,남보라,102223,2663170,102223,102223,975462,447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
루시드 드림,김준성,(주)로드픽쳐스,넥스트엔터테인먼트월드(NEW),2017-02-22,한국,461,102170,SF,15_rating,8.05,3,0,고수,설경구,박유천,강혜정,102170,3829891,5496547,1466830,102170,1058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
암전,김진원,"주식회사 토닉프로젝트,(주)아이뉴컴퍼니",TCO더콘텐츠온,2019-08-15,한국,423,101913,Mystery,15_rating,5.06,5.25,0,서예지,진선규,지윤호,차엽,101913,553879,16264944,101913,101913,222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
게이트,신재호,삼삼공구 브라더스,제이앤씨미디어그룹,2018-02-28,한국,208,101173,Crime,15_rating,8.88,3,0,정려원,임창정,정상훈,이경영,101173,693101,1646142,5593551,8646758,302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
돌연변이,권오광,영화사 우상,필라멘트픽쳐스,2015-10-22,한국,399,100543,Drama,12_rating,7.43,6.31,0,이광수,이천희,박보영,장광,2227671,4598583,100543,6654837,632299,358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
여중생A,이경섭,"(주)영화사울림,네이버웹툰 주식회사",롯데엔터테인먼트,2018-06-20,한국,479,97849,Drama,12_rating,7.39,6,0,김환희,수호,이종혁,정다빈,97849,97849,97849,771699,97849,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
인류멸망 보고서,김지운,지오엔터테인먼트,롯데엔터테인먼트,2012-04-11,한국,236,97555,SF,15_rating,4.85,6.17,0,류승범,송새벽,김강우,송영창,7487545,7166199,2595625,1314274,2860786,1340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
577 프로젝트,이근우,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)매니지먼트 숲",필라멘트픽쳐스,2012-08-30,한국,191,96079,Comedy,15_rating,8.21,6.38,0,공효진,하정우,김근현,김성균,96079,2917213,14410754,96079,2571491,358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
기생령,고석진,"(주)코어콘텐츠미디어,(주)이스트스카이필름",롯데엔터테인먼트,2011-08-05,한국,207,96077,Horror,20_rating,4.34,2.33,1,한은정,이형석,효민,박성민,96077,96077,96077,96077,96077,1340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
걷기왕,백승화,㈜인디스토리,CGV아트하우스,2016-10-20,한국,462,95542,Drama,12_rating,8.52,6.07,0,심은경,박주희,김새벽,허정도,95542,8656397,95542,95542,95542,729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
무서운 이야기 3 : 화성에서 온 소녀,김곡,(주)수필름,롯데엔터테인먼트,2016-06-01,한국,317,95415,Horror,15_rating,4.97,6,1,임슬옹,경수진,박정민,홍은희,790954,2963449,1634403,3417629,95415,1340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
그대 이름은 장미,조석현,(주)엠씨엠씨,리틀빅픽쳐스,2019-01-16,한국,540,88054,Comedy,12_rating,7.67,6.5,0,유호정,박성웅,오정세,하연수,88054,7328820,9699092,2512572,88054,559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
터널 3D,박규택,"(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트",박수엔터테인먼트,2014-08-20,한국,264,80989,Horror,15_rating,5.99,3.65,0,정유미,연우진,송재림,정시연,80989,11565078,1340117,80989,80989,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,리틀빅픽쳐스,2020-07-01,한국,573,77774,History,12_rating,8.64,5,0,이봉근,이유리,김하연,박철민,3586523,77774,77774,77774,3280243,559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
쓰리 썸머 나잇,김상진,"더램프(주),㈜감독의집",리틀빅픽쳐스,2015-07-15,한국,297,77621,Comedy,20_rating,7.2,5.25,0,김동욱,임원희,손호준,윤제문,193724,2621436,1124918,102223,1737253,559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
엽기적인 그녀 2,조근식,(주)신씨네,리틀빅픽쳐스,2016-05-12,한국,387,76321,Romance,15_rating,5.55,3.5,0,차태현,빅토리아,배성우,후지이 미나,76321,14410754,76321,5440186,76321,559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
회초리,박광우,(주)영화사메이플러스,롯데엔터테인먼트,2011-05-19,한국,142,74765,Drama,12_rating,8.05,3,0,안내상,진지희,윤주상,김양우,74765,429141,74765,74765,74765,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
로맨틱 헤븐,장진,(주)시네마서비스글로벌,시네마서비스,2011-03-24,한국,260,73729,Drama,12_rating,6.48,5.55,0,김수로,김동욱,김지원,이순재,970373,900054,2621436,2424330,306126,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
번개맨,조근현,"(주)드림써치C&C,한국교육방송공사 EBS",키다리이엔티,2016-02-11,한국,393,69303,Fantasy,all_rating,6.92,5.5,0,정현진,루나,송욱경,이봉균,2963449,69303,69303,69303,69303,678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
닥터,김성홍,(주)노마드필름,마인스 엔터테인먼트,2013-06-20,한국,163,68312,Thriller,20_rating,5.68,4.14,0,김창완,배소은,박건우,한다은,68312,68312,68312,68312,68312,223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
여곡성,유영선,(주)발자국 공장,스마일이엔티,2018-11-08,한국,212,67368,Horror,15_rating,5,3.75,0,서영희,손나은,이태리,박민지,67368,3148038,67368,1416053,67368,329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mr.아이돌,라희찬,데이지엔터테인먼트,롯데엔터테인먼트,2011-11-03,한국,311,67001,Drama,12_rating,7.29,4.5,0,박예진,지현우,김수로,임원희,67001,67001,67001,900054,1124918,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
올레,채두병,(주)어바웃필름,대명문화공장,2016-08-25,한국,338,66883,Drama,15_rating,8.37,4.42,0,신하균,박희순,오만석,유다인,66883,2945137,4131248,471547,4131248,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
헤드,조운,(주)이든픽쳐스,에스비에스콘텐츠허브,2011-05-26,한국,196,61414,Action,20_rating,4.82,5.33,1,박예진,백윤식,류덕환,오달수,61414,67001,9134586,308180,14245998,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
결정적 한방,박중구,(주)오디이엔티,화앤담이엔티,2011-12-07,한국,160,60944,Comedy,15_rating,6.24,6,0,유동근,윤진서,김정훈,오광록,60944,1160021,60944,60944,963634,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
두 남자,이성태,(주)엠씨엠씨,키다리이엔티,2016-11-30,한국,397,60365,Crime,20_rating,7.89,5.44,0,마동석,최민호,김재영,다은,553879,12253247,1140876,3389035,60365,678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
번개맨과 신비의 섬,김지열,"힘컨텐츠(주),한국교육방송공사 EBS",힘컨텐츠,2018-04-05,한국,191,59923,Family,all_rating,9.43,4,0,서홍석,홍민아,유수호,최오식,59923,59923,59923,59923,59923,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
쩨쩨한 로맨스,김정훈,(주)크리픽쳐스,롯데엔터테인먼트,2010-12-01,한국,450,57948,Comedy,20_rating,8.52,5.82,0,이선균,최강희,오정세,류현경,2625686,10313087,334323,2512572,963634,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
달빛 길어올리기,임권택,(재)전주국제영화제조직위원회,쇼박스,2011-03-17,한국,128,57186,Drama,15_rating,7,6.41,0,박중훈,강수연,예지원,안병경,57186,831804,57186,286806,57186,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
잡아야 산다,오인천,더퀸디앤엠 주식회사,오퍼스픽쳐스,2016-01-07,한국,219,54450,Comedy,15_rating,7.26,3,0,김승우,김정태,혁,신강우,480528,168049,3893216,54450,54450,654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
왓칭,김성기,(주)스토리공감,리틀빅픽쳐스,2019-04-17,한국,488,54410,Horror,15_rating,8.13,4,0,강예원,이학주,주석태,임지현,54410,3125069,140849,54410,54410,559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
머니백,허준형,(주)젠픽쳐스,리틀빅픽쳐스,2018-04-12,한국,472,52618,Action,15_rating,7.25,5,0,김무열,박희순,이경영,전광렬,52618,7466976,4131248,8646758,52618,559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
미안해 사랑해 고마워,전윤수,타임박스엔터테인먼트(주),쇼박스,2015-10-28,한국,344,51207,Drama,15_rating,7.82,4,0,지진희,김성균,성유리,김영철,51207,51207,2571491,1346754,2564340,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
비밀,박은경,"영화사 도로시(주),(주)에스에이치기획",CGV아트하우스,2015-10-15,한국,305,50196,Mystery,15_rating,6.9,4.81,0,성동일,손호준,김유정,서예지,50196,8656397,102223,1613392,553879,729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
번개맨의 비밀,강유선,"힘컨텐츠(주),한국교육방송공사 EBS",디스테이션,2018-12-06,한국,309,49751,Family,all_rating,8.74,6.37,0,서홍석,김혜원,유수호,최오식,49751,59923,49751,59923,59923,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
더 킥,프라챠 핀카엡,"방콕 필름 스튜디오,(유)더킥컴퍼니",쇼박스,2011-11-03,한국,153,48396,Action,12_rating,6.95,3.5,0,조재현,예지원,나태주,태미,48396,3849433,286806,48396,48396,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
데자뷰,고경민,"(주)스톰픽쳐스코리아,(주)원픽쳐스",키다리이엔티,2018-05-30,한국,536,48279,Mystery,15_rating,6.62,4.83,0,이천희,남규리,이규한,동현배,48279,100543,48279,48279,48279,678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
목숨 건 연애,송민규,(주)비에이엔터테인먼트,오퍼스픽쳐스,2016-12-14,한국,393,47684,Romance,15_rating,7.5,4,1,하지원,천정명,진백림,오정세,47684,2232179,771699,47684,2512572,654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
뜨거운 안녕,남택수,"(주)홍필름,(주)수필름",나이너스엔터테인먼트,2013-05-30,한국,172,47105,Drama,12_rating,8.93,5,0,이홍기,마동석,임원희,백진희,47105,47105,12253247,1124918,492465,281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
비밥바룰라,이성재,영화사김치(주),키다리이엔티,2018-01-24,한국,347,46817,Comedy,12_rating,9.27,5,0,박인환,신구,임현식,윤덕용,46817,9426051,2000490,46817,46817,678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"그래, 가족",마대윤,"(주)청우필름,(주)26컴퍼니,(주)데이드림",월트디즈니컴퍼니코리아 유한책임회사,2017-02-15,한국,361,46623,Comedy,12_rating,9.26,4.5,0,이요원,정만식,이솜,정준원,46623,1737253,3450143,1441813,46623,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
설계,박창진,(주)율,팝엔터테인먼트,2014-09-18,한국,257,45638,Thriller,20_rating,5.9,3.5,0,신은경,오인혜,이기영,강지섭,45638,45638,45638,45638,45638,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
미운오리새끼,곽경택,(주)트리니티엔터테인먼트,롯데엔터테인먼트,2012-08-30,한국,167,45454,Drama,15_rating,8.71,6.29,0,김준구,오달수,조민준,정예진,2971475,45454,14245998,45454,45454,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
혈투,박훈정,(주)영화사비단길,싸이더스,2011-02-24,한국,169,43947,Action,15_rating,5.24,5.81,0,박희순,진구,고창석,김갑수,4682492,4131248,17613682,3423920,4451336,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
약장수,조치언,(주)26컴퍼니,대명문화공장,2015-04-23,한국,282,43562,Drama,15_rating,8.64,5.38,0,김인권,박철민,이주실,최재환,43562,12319542,3280243,43562,43562,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
배반의 장미,박진영,(주)태원엔터테인먼트,롯데엔터테인먼트,2018-10-18,한국,457,41054,Comedy,15_rating,7.99,3,0,김인권,정상훈,손담비,김성철,41054,12319542,5593551,41054,1140876,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
김종욱 찾기,장유정,(주)수필름,씨제이엔터테인먼트,2010-12-08,한국,427,40399,Romance,12_rating,8.29,5.66,0,임수정,공유,천호진,전수경,1525718,4598583,11565078,2434099,472693,506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
