movieNm,director,company,distributor,openDt,nation,screen_cnt,audi_cnt,genre,rating,audi_score,exp_score,holiday,actor1,actor2,actor3,actor4,dir_score,actor1_score,actor2_score,actor3_score,actor4_score,dist_score,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Mystery,Romance,SF,Thriller,War,12_rating,15_rating,20_rating,all_rating
아수라,김성수,(주)사나이픽처스,씨제이이앤엠,2016-09-28,한국,1278,2594028,Crime,20_rating,6.54,6.56,1,정우성,황정민,주지훈,곽도원,3119023,5496547,14245998,14410754,11372451,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",롯데엔터테인먼트,2017-05-03,한국,1091,2571491,Crime,15_rating,8.26,5.89,1,이성민,조진웅,김성균,김종수,2571491,9699092,17613682,2571491,2571491,1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
기술자들,김홍선,(주)트리니티엔터테인먼트,롯데엔터테인먼트,2014-12-24,한국,641,2564340,Crime,15_rating,7.91,4.75,1,김우빈,김영철,고창석,이현우,2564340,7150541,2564340,3423920,6953800,1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
목격자,조규장,(주)에이디사공육,넥스트엔터테인먼트월드(NEW),2018-08-15,한국,1021,2524086,Thriller,15_rating,7.56,5.25,0,이성민,김상호,진경,곽시양,2524086,9699092,2524086,2524086,2524086,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
증인,이한,"(주)무비락,(주)도서관옆스튜디오",롯데엔터테인먼트,2019-02-13,한국,1047,2516128,Drama,12_rating,9.16,6,0,정우성,김향기,이규형,염혜란,5310510,5496547,14410754,2516128,3280243,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
조작된 도시,박광현,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠,2017-02-09,한국,1019,2512572,Crime,15_rating,8.56,5.22,0,지창욱,심은경,안재홍,오정세,2512572,2512572,8656397,2512572,2512572,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
반창꼬,정기훈,(주)영화사오름,넥스트엔터테인먼트월드(NEW),2012-12-19,한국,466,2471721,Romance,15_rating,8.58,5.93,1,고수,한효주,마동석,김성오,2471721,3829891,12319542,12253247,2471721,1058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
블랙머니,정지영,"유한회사 질라라비,(주)아우라픽처스",에이스메이커무비웍스,2019-11-13,한국,1117,2465678,Crime,12_rating,8.75,6,0,조진웅,이하늬,이경영,강신일,3450941,17613682,16264944,8646758,2931897,1196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
화차,변영주,(주)영화제작소보임,필라멘트픽쳐스,2012-03-08,한국,548,2435211,Mystery,15_rating,9,6.29,0,이선균,김민희,조성하,송하윤,2435211,10313087,4277071,7759473,2435211,358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
이웃사람,김휘,"영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스,(주)미스터로맨스",롯데엔터테인먼트,2012-08-22,한국,600,2434099,Thriller,20_rating,7.52,5.92,0,김윤진,마동석,천호진,김성균,2434099,14245998,12253247,2434099,2571491,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
조선명탐정: 흡혈괴마의 비밀,김석윤,청년필름(주),쇼박스,2018-02-08,한국,1249,2424330,History,12_rating,7.52,5.17,1,김명민,오달수,김지원,김범,4786259,4786259,14245998,2424330,2424330,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
재심,김태윤,(주)이디오플랜,오퍼스픽쳐스,2017-02-15,한국,935,2420729,Drama,15_rating,8.7,6,0,정우,강하늘,김해숙,이동휘,2420729,7759473,5636259,2663170,16264944,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
히트맨,최원섭,베리굿스튜디오(주),롯데엔터테인먼트,2020-01-22,한국,1122,2406232,Comedy,15_rating,7.99,5.67,1,권상우,정준호,황우슬혜,이이경,2406232,3148038,2406232,2406232,2406232,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
사바하,장재현,"(주)외유내강,(주)필름케이",씨제이이앤엠,2019-02-20,한국,1174,2397792,Mystery,15_rating,7.41,6.89,1,이정재,박정민,이재인,유지태,5440945,12983330,3417629,2397792,4018341,1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
의뢰인,손영성,청년필름(주),쇼박스,2011-09-29,한국,522,2393086,Thriller,15_rating,8.07,6.43,1,하정우,박희순,장혁,성동일,2393086,14410754,4131248,3119023,8656397,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
화이: 괴물을 삼킨 아이,장준환,"나우필름(주),파인하우스필름(주),(주)쇼박스",쇼박스,2013-10-09,한국,817,2391963,Action,20_rating,7.83,7.08,0,김윤석,여진구,조진웅,장현성,7231638,12983330,2391963,17613682,2391963,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
가문의 영광4 - 가문의 수난,정태원,(주)태원엔터테인먼트,넥스트엔터테인먼트월드(NEW),2011-09-07,한국,537,2363955,Comedy,15_rating,4.15,3.5,1,김수미,신현준,탁재훈,임형준,2363955,2595625,2363955,2363955,2363955,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
블라인드,안상훈,(주)문와쳐,넥스트엔터테인먼트월드(NEW),2011-08-10,한국,404,2362906,Thriller,20_rating,8.08,6.88,1,김하늘,유승호,조희봉,양영조,2362906,2362906,2362906,2362906,2362906,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
박열,이준익,(유)박열문화전문회사,메가박스중앙플러스엠,2017-06-28,한국,1176,2359174,Drama,12_rating,8.48,6.7,0,이제훈,최희서,김인우,야마노우치 타스쿠,6246849,4110645,2359174,2359174,2359174,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7광구,김지훈,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠,2011-08-04,한국,812,2232179,SF,15_rating,3.34,4.3,1,하지원,안성기,오지호,박철민,5181014,2232179,3562123,4897551,3280243,1281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
타짜: 원 아이드 잭,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",롯데엔터테인먼트,2019-09-11,한국,1429,2227671,Crime,20_rating,6.8,5.43,1,박정민,류승범,최유화,우현,2227671,3417629,7166199,2227671,2812444,1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
악의 연대기,백운학,(주)비에이엔터테인먼트,씨제이이앤엠,2015-05-14,한국,776,2192243,Thriller,15_rating,8.22,5.81,1,손현주,마동석,최다니엘,박서준,2192243,6953800,12253247,2192243,5636259,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
강남 1970,유하,"(주)모베라픽처스,(주)쇼박스",쇼박스,2015-01-21,한국,841,2192172,Action,20_rating,7.76,5.84,0,이민호,김래원,정진영,설현,2192172,2192172,2931897,14245998,2656694,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신의 한 수: 귀수편,리건,"(주)메이스엔터테인먼트,(주)아지트필름",씨제이이앤엠,2019-11-07,한국,1246,2146764,Crime,15_rating,8.69,5,0,권상우,김희원,김성균,허성태,2146764,3148038,2146764,2571491,2146764,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
마이 웨이,강제규,(주)디렉터스,에스케이플래닛,2011-12-21,한국,645,2142622,War,15_rating,7.18,5.66,1,장동건,오다기리 죠,판빙빙,김인권,2142622,2142622,2142622,2142622,12319542,645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
나의 사랑 나의 신부,임찬상,필름모멘텀,씨네그루다우기술,2014-10-08,한국,629,2135614,Romance,15_rating,8.39,6.35,0,조정석,신민아,윤정희,배성우,2135614,9426051,2135614,2135614,5440186,535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
굿바이 싱글,김태곤,"호두앤유 엔터테인먼트(주),(주)영화사람",쇼박스,2016-06-29,한국,841,2108273,Comedy,15_rating,8.42,5.97,0,김혜수,마동석,김현수,김용건,2108273,12983330,12253247,4662822,2108273,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
몽타주,정근섭,(주)미인픽쳐스,넥스트엔터테인먼트월드(NEW),2013-05-16,한국,540,2095375,Thriller,15_rating,8.54,6.42,1,엄정화,김상경,송영창,조희봉,2095375,4057546,5181014,2860786,2362906,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
명당,박희곤,(주)주피터필름,메가박스중앙플러스엠,2018-09-19,한국,1117,2087474,History,12_rating,7.75,5.8,1,조승우,지성,김성균,문채원,2087474,7071763,2087474,2571491,7466976,1049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
뷰티 인사이드,백종열,(주)용필름,넥스트엔터테인먼트월드(NEW),2015-08-20,한국,648,2053947,Fantasy,12_rating,8.26,5.47,0,한효주,김대명,도지한,배성우,2053947,12319542,2053947,2053947,5440186,1058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
봉이 김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠,2016-07-06,한국,942,2044564,History,12_rating,8.26,5.14,0,유승호,조재현,고창석,라미란,2044564,2362906,3849433,3423920,5593551,1281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
천문: 하늘에 묻는다,허진호,(주)하이브미디어코프,롯데엔터테인먼트,2019-12-26,한국,1198,2000490,History,12_rating,8.8,6.7,0,최민식,한석규,신구,김홍파,5593551,17613682,7166199,2000490,2812444,1340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
라스트 갓파더,심형래,㈜영구아트,씨제이엔터테인먼트,2010-12-29,한국,547,1998059,Comedy,12_rating,6.24,4.96,0,심형래,하비 케이틀,마이클 리스폴리,제이슨 미웨스,1998059,1998059,1998059,1998059,1998059,506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남자가 사랑할 때,한동욱,"(주)사나이픽처스,필름트레인",넥스트엔터테인먼트월드(NEW),2014-01-22,한국,531,1979311,Romance,15_rating,8.48,5.34,1,황정민,한혜진,남일우,곽도원,1979311,14245998,2963449,1979311,11372451,1058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
협상,이종석,"(주)제이케이필름,그리고픽처스,씨제이이앤엠(주)",씨제이이앤엠,2018-09-19,한국,919,1967721,Crime,15_rating,8.16,5.43,1,손예진,현빈,김상호,장영남,1967721,8646758,7817446,2524086,7817446,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
내안의 그놈,강효진,"(주)에코필름,(주)전망좋은 영화사",메리크리스마스,2019-01-09,한국,1041,1901684,Fantasy,15_rating,8.76,4,0,진영,박성웅,라미란,이수민,1901684,1901684,9699092,5593551,1901684,920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
#살아있다,조일형,"영화사 집,(주)퍼스펙티브픽쳐스",롯데엔터테인먼트,2020-06-24,한국,1882,1897399,Drama,15_rating,7.07,5.57,0,유아인,박신혜,전배수,이현욱,1897399,13395400,12811206,1897399,1897399,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
오늘의 연애,박진표,(주)팝콘에프앤엠,씨제이이앤엠,2015-01-14,한국,709,1891993,Romance,15_rating,7.78,4,0,이승기,문채원,이서진,정준영,1891993,1891993,7466976,5294119,1891993,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
글러브,강우석,(주)시네마서비스,씨제이엔터테인먼트,2011-01-20,한국,605,1888100,Drama,all_rating,8.85,6.4,1,정재영,유선,강신일,조진웅,1888100,3849433,1888100,2931897,17613682,506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
연애의 온도,노덕,(주)뱅가드스튜디오,롯데엔터테인먼트,2013-03-21,한국,567,1865195,Romance,20_rating,8,6.61,0,이민기,김민희,최무성,라미란,1865195,3125069,4277071,1865195,5593551,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
아이들...,이규만,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트",롯데엔터테인먼트,2011-02-17,한국,504,1864408,Crime,15_rating,7.88,5.57,0,박용우,류승룡,성동일,성지루,1864408,1864408,17613682,8656397,1864408,1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
마약왕,우민호,(주)하이브미디어코프,쇼박스,2018-12-19,한국,1297,1864076,Crime,20_rating,7.18,5.14,1,송강호,조정석,배두나,김소진,7071763,12099971,9426051,7118592,1864076,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
코리아,문현성,"(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠",씨제이이앤엠,2012-05-03,한국,537,1857392,Drama,12_rating,8.55,5,0,하지원,배두나,한예리,최윤영,1857392,2232179,7118592,1857392,1857392,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
집으로 가는 길,방은진,"씨제이이앤엠(주),(주)다세포클럽",씨제이이앤엠,2013-12-11,한국,740,1854625,Drama,15_rating,8.82,6.5,1,전도연,고수,류태호,배성우,1854625,1854625,3829891,1854625,5440186,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
뺑반,한준희,"호두앤유픽쳐스(주),(주)쇼박스",쇼박스,2019-01-30,한국,1285,1826714,Crime,15_rating,7.15,5.25,1,공효진,류준열,조정석,염정아,1826714,2917213,12099971,9426051,5294119,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
나의 PS 파트너,변성현,나의PS파트너 문화산업전문회사,씨제이이앤엠,2012-12-06,한국,552,1823116,Romance,20_rating,8.24,6.32,0,지성,김아중,신소율,강경준,1823116,2087474,5316325,1823116,1823116,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
변신,김홍선,(주)다나크리에이티브,에이스메이커무비웍스,2019-08-21,한국,975,1804112,Horror,15_rating,7.89,4.5,0,배성우,성동일,장영남,김혜준,2564340,5440186,8656397,7817446,1804112,1196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
공범,국동석,선샤인필름(주),씨제이이앤엠,2013-10-24,한국,611,1766285,Thriller,15_rating,7.15,5.33,0,손예진,김갑수,임형준,김광규,1766285,8646758,4451336,2363955,1766285,1281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
대호,박훈정,(주)사나이픽처스,넥스트엔터테인먼트월드(NEW),2015-12-16,한국,892,1762742,History,12_rating,8.21,7.08,1,최민식,정만식,김상호,성유빈,4682492,17613682,3450143,2524086,1762742,1058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
전설의 주먹,강우석,(주)시네마서비스,씨제이이앤엠,2013-04-10,한국,724,1737253,Drama,20_rating,7.56,6.8,0,황정민,유준상,이요원,윤제문,1888100,14245998,2841788,1737253,1737253,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
제보자,임순례,(주)영화사수박,메가박스중앙플러스엠,2014-10-02,한국,676,1735640,Drama,12_rating,8.32,6.8,1,박해일,유연석,이경영,박원상,1735640,7466976,6654837,8646758,3450941,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
러브픽션,전계수,"(주)삼거리픽쳐스,(주)판타지오",넥스트엔터테인먼트월드(NEW),2012-02-29,한국,617,1726202,Romance,15_rating,6.73,6.79,0,하정우,공효진,조희봉,이병준,1726202,14410754,2917213,2362906,1726202,1058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
평양성,이준익,"(주)영화사아침,(주)타이거픽쳐스",롯데엔터테인먼트,2011-01-27,한국,451,1717566,War,12_rating,7.77,6,1,정진영,이문식,류승룡,윤제문,6246849,14245998,1717566,17613682,1737253,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
파파로티,윤종찬,케이엠컬쳐㈜,쇼박스,2013-03-14,한국,552,1713891,Drama,15_rating,8.29,6,0,한석규,이제훈,오달수,강소라,1713891,7166199,4110645,14245998,7328820,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
쎄시봉,김현석,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠,2015-02-05,한국,829,1707487,Romance,15_rating,7.94,6.11,1,정우,김윤석,한효주,김희애,3280243,7759473,12983330,12319542,1707487,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
피끓는 청춘,이연우,(주)담소필름,롯데엔터테인먼트,2014-01-22,한국,679,1676040,Comedy,15_rating,7.53,5.85,1,박보영,이종석,이세영,김영광,1676040,6654837,1676040,1676040,2820029,1340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PMC: 더 벙커,김병우,(주)퍼펙트스톰필름,씨제이이앤엠,2018-12-26,한국,1081,1671548,Action,15_rating,6.53,6.9,0,하정우,이선균,제니퍼 엘,케빈 두런드,5583596,14410754,10313087,1671548,1671548,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
헬로우 고스트,김영탁,(주)워터앤트리,넥스트엔터테인먼트월드(NEW),2010-12-22,한국,472,1663339,Comedy,12_rating,8.88,5.56,0,차태현,강예원,이문수,고창석,1663339,14410754,3125069,1663339,3423920,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
공모자들,김홍선,(주)영화사채움,씨너스엔터테인먼트,2012-08-29,한국,496,1646142,Crime,20_rating,7.02,5,0,임창정,최다니엘,오달수,조윤희,2564340,1646142,2192243,14245998,6965706,384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
임금님의 사건수첩,문현성,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠,2017-04-26,한국,1054,1634403,Comedy,12_rating,8.05,5.63,1,이선균,안재홍,김희원,경수진,1857392,10313087,2512572,2146764,1634403,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
걸캅스,정다원,필름모멘텀,씨제이이앤엠,2019-05-09,한국,973,1625037,Comedy,15_rating,9.01,5.17,0,라미란,이성경,윤상현,수영,1625037,5593551,1625037,1625037,1625037,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
우아한 거짓말,이한,"(주)유비유필름,(주)무비락",CGV아트하우스,2014-03-13,한국,555,1613392,Drama,12_rating,8.23,6.41,0,김희애,고아성,김유정,김향기,5310510,1707487,1613392,1613392,14410754,729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
하울링,유하,오퍼스픽쳐스(유),씨제이이앤엠,2012-02-16,한국,550,1612554,Crime,15_rating,6.77,5.58,0,송강호,이나영,신정근,이성민,2192172,12099971,1612554,3450143,9699092,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
두근두근 내 인생,이재용,영화사 집,씨제이이앤엠,2014-09-03,한국,629,1611519,Drama,12_rating,7.5,6.61,1,강동원,송혜교,조성목,백일섭,1611519,9699092,1611519,1611519,1611519,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
사자,김주환,(주)키이스트,롯데엔터테인먼트,2019-07-31,한국,1405,1609737,Mystery,15_rating,7.9,4.78,0,박서준,안성기,우도환,박지현,5636259,5636259,3562123,1609737,2675559,1340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
창궐,김성훈,"리양필름(주),영화사 이창",넥스트엔터테인먼트월드(NEW),2018-10-25,한국,1351,1599290,History,15_rating,6.46,5.2,0,현빈,장동건,조우진,정만식,7817446,7817446,2142622,4779501,3450143,1058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
더 폰,김봉주,(주)미스터로맨스,넥스트엔터테인먼트월드(NEW),2015-10-22,한국,794,1593694,Thriller,15_rating,8.05,5.2,0,손현주,엄지원,배성우,노정의,1593694,6953800,7150541,5440186,1593694,1058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
성난황소,김민호,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트",쇼박스,2018-11-22,한국,1010,1593386,Crime,15_rating,8.66,4.67,0,마동석,송지효,김성오,김민재,1593386,12253247,1593386,2471721,1593386,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
용의자X,방은진,"(주)케이앤엔터테인먼트,씨제이이앤엠(주)",씨제이이앤엠,2012-10-18,한국,553,1552055,Mystery,15_rating,7.65,6.31,0,류승범,이요원,조진웅,김윤성,1854625,7166199,1737253,17613682,1552055,1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
도어락,이권,(주)영화사피어나,메가박스중앙플러스엠,2018-12-05,한국,954,1545442,Thriller,15_rating,7.7,6.11,0,공효진,김예원,김성오,조복래,1545442,2917213,1545442,2471721,1545442,1049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
정직한 후보,장유정,"(주)수필름,(주)홍필름",넥스트엔터테인먼트월드(NEW),2020-02-12,한국,1187,1525718,Comedy,12_rating,8.35,5.38,0,라미란,김무열,나문희,윤경호,1525718,5593551,7466976,8656397,1525718,1058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
퍼펙트 게임,박희곤,"(주)동아수출공사,밀리언 스토리,(주)다세포클럽",롯데엔터테인먼트,2011-12-21,한국,413,1507084,Drama,12_rating,8.94,6.78,1,조승우,양동근,최정원,마동석,2087474,7071763,1507084,1507084,12253247,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
리틀 포레스트,임순례,(주)영화사수박,메가박스중앙플러스엠,2018-02-28,한국,884,1505560,Drama,all_rating,9.01,6.36,0,김태리,류준열,문소리,진기주,1735640,7231638,12099971,3423920,1505560,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
차이나타운,한준희,폴룩스픽쳐스(주),CGV아트하우스,2015-04-29,한국,551,1472006,Crime,20_rating,7.57,6.03,0,김혜수,김고은,엄태구,박보검,1826714,12983330,1472006,7487545,1472006,729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
스윙키즈,강형철,(주)안나푸르나필름,넥스트엔터테인먼트월드(NEW),2018-12-19,한국,984,1470753,Drama,12_rating,8.93,6.38,1,디오,자레드 그라임스,박혜수,오정세,7328820,2982022,1470753,1470753,2512572,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
부라더,장유정,"(주)홍필름,(주)수필름",메가박스중앙플러스엠,2017-11-02,한국,889,1468301,Comedy,12_rating,7.83,5.8,0,마동석,이동휘,이하늬,송영창,1525718,12253247,16264944,16264944,2860786,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
해무,심성보,"(주)해무,(주)루이스 픽쳐스",넥스트엔터테인먼트월드(NEW),2014-08-13,한국,584,1466830,Drama,20_rating,7.25,6.29,1,김윤석,박유천,한예리,이희준,1466830,12983330,1466830,1857392,4750104,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
인간중독,김대우,(주)아이언팩키지,넥스트엔터테인먼트월드(NEW),2014-05-14,한국,682,1441964,Romance,20_rating,6.64,5.57,0,송승헌,임지연,조여정,온주완,1441964,1441964,6965706,10313087,1441964,1058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
나의 특별한 형제,육상효,"(주)명필름,(주)조이래빗",넥스트엔터테인먼트월드(NEW),2019-05-01,한국,936,1441813,Drama,12_rating,9.14,6.44,0,신하균,이광수,이솜,박철민,1441813,2945137,4598583,1441813,3280243,1058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
탐정 홍길동: 사라진 마을,조성희,(주)영화사비단길,씨제이이앤엠,2016-05-04,한국,764,1426873,Drama,15_rating,8.24,6.8,0,이제훈,김성균,박근형,정성화,6654837,4110645,2571491,1426873,4057546,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
런닝맨,조동오,"(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아,2013-04-04,한국,567,1416053,Action,15_rating,7.77,5.84,0,신하균,이태리,김상호,조은지,1416053,2945137,1416053,2524086,1416053,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
기억의 밤,장항준,(주)비에이엔터테인먼트,메가박스중앙플러스엠,2017-11-29,한국,751,1387599,Mystery,15_rating,8.41,5.67,0,강하늘,김무열,문성근,나영희,1387599,5636259,7466976,1387599,3450941,1049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
골든슬럼버,노동석,영화사 집,씨제이이앤엠,2018-02-14,한국,833,1387508,Crime,15_rating,6.27,5,1,강동원,김의성,한효주,김성균,1387508,9699092,5440945,12319542,2571491,1281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
브이아이피,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아,2017-08-23,한국,996,1373316,Crime,20_rating,6.86,5,0,장동건,김명민,박희순,이종석,4682492,2142622,4786259,4131248,1676040,1104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
특별시민,박인제,(주)팔레트픽처스,쇼박스,2017-04-26,한국,1154,1362634,Drama,15_rating,7.74,5.91,1,최민식,곽도원,심은경,문소리,1362634,17613682,11372451,8656397,3423920,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
차형사,신태라,썸머트리 주식회사,씨제이이앤엠,2012-05-30,한국,433,1346754,Comedy,15_rating,7.46,4.32,0,강지환,성유리,이수혁,김영광,1346754,1346754,1346754,1346754,2820029,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
은교,정지우,"정지우 필름,㈜렛츠필름",롯데엔터테인먼트,2012-04-25,한국,521,1346274,Romance,20_rating,7.07,6.82,0,박해일,김무열,김고은,정만식,1346274,7466976,7466976,1472006,3450143,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
궁합,홍창표,(주)주피터필름,씨제이이앤엠,2018-02-28,한국,966,1340117,Comedy,12_rating,7.48,4,0,심은경,이승기,김상경,연우진,1340117,8656397,1891993,5181014,1340117,1281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
미스터 고,김용화,"(주)덱스터필름,(주)광대무변,(주)컨텐츠아이",쇼박스,2013-07-17,한국,840,1328890,Comedy,12_rating,7.76,6.22,0,성동일,서교,김희원,김정태,14410754,8656397,1328890,2146764,3893216,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
사라진 밤,이창희,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",키다리이엔티,2018-03-07,한국,925,1314274,Thriller,15_rating,7.94,4.67,0,김상경,김강우,김희애,한지안,1314274,5181014,1314274,1707487,1314274,678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
간첩,우민호,(주)영화사울림,롯데엔터테인먼트,2012-09-20,한국,576,1310895,Drama,15_rating,7.16,5.19,1,김명민,염정아,유해진,변희봉,7071763,4786259,5294119,13395400,1310895,1340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
